"nom","prénom","groupe","rattachement_parti","sexe","département","id_nossenateurs","url_institution"
"IMBERT","Corinne","Les Républicains","Les Républicains","F","Charente-Maritime","corinne-imbert","http://www.senat.fr/senateur/imbert_corinne14213j.html"
"JACQUIN","Olivier","Socialiste et républicain","Parti Socialiste","H","Meurthe-et-Moselle","olivier-jacquin","http://www.senat.fr/senateur/jacquin_olivier19551w.html"
"JANSSENS","Jean-Marie","Union Centriste","Union des Démocrates, Radicaux et Libéraux","H","Loir-et-Cher","jean-marie-janssens","http://www.senat.fr/senateur/janssens_jean_marie19511n.html"
"JASMIN","Victoire","Socialiste et républicain","Parti progressiste Martiniquais","F","Guadeloupe","victoire-jasmin","http://www.senat.fr/senateur/jasmin_victoire19715y.html"
"JEANSANNETAS","Éric","Socialiste et républicain","Parti Socialiste","H","Creuse","eric-jeansannetas","http://www.senat.fr/senateur/jeansannetas_eric14121f.html"
"JOISSAINS","Sophie","Union Centriste","Union des Démocrates, Radicaux et Libéraux","F","Bouches-du-Rhône","sophie-joissains","http://www.senat.fr/senateur/joissains_sophie08044w.html"
"JOLY","Patrice","Socialiste et républicain","Parti Socialiste","H","Nièvre","patrice-joly","http://www.senat.fr/senateur/joly_patrice19531s.html"
"JOMIER","Bernard","Socialiste et républicain","Parti Radical de gauche","H","Paris","bernard-jomier","http://www.senat.fr/senateur/jomier_bernard19683j.html"
"JOURDA","Muriel","Les Républicains","Les Républicains","F","Morbihan","muriel-jourda","http://www.senat.fr/senateur/jourda_muriel19447x.html"
"JOURDA","Gisèle","Socialiste et républicain","Parti Socialiste","F","Aude","gisele-jourda","http://www.senat.fr/senateur/jourda_gisele14097y.html"
"JOUVE","Mireille","Rassemblement Démocratique et Social Européen","Parti Radical de gauche","F","Bouches-du-Rhône","mireille-jouve","http://www.senat.fr/senateur/jouve_mireille14241n.html"
"JOYANDET","Alain","Les Républicains","Les Républicains","H","Haute-Saône","alain-joyandet","http://www.senat.fr/senateur/joyandet_alain95041e.html"
"KANNER","Patrick","Socialiste et républicain","Parti Socialiste","H","Nord","patrick-kanner","http://www.senat.fr/senateur/kanner_patrick14021p.html"
"KARAM","Antoine","La République En Marche","Parti progressiste Martiniquais","H","Guyane","antoine-karam","http://www.senat.fr/senateur/karam_antoine14039a.html"
"KAROUTCHI","Roger","Les Républicains","Les Républicains","H","Hauts-de-Seine","roger-karoutchi","http://www.senat.fr/senateur/karoutchi_roger99004r.html"
"KAUFFMANN","Claudine","Réunion administrative des Sénateurs ne figurant sur la liste d'aucun groupe","Non rattaché","F","Var","claudine-kauffmann","http://www.senat.fr/senateur/kauffmann_claudine19731y.html"
"KELLER","Fabienne","Les Républicains","Union des Démocrates, Radicaux et Libéraux","F","Bas-Rhin","fabienne-keller","http://www.senat.fr/senateur/keller_fabienne04061f.html"
"KENNEL","Guy-Dominique","Les Républicains","Les Républicains","H","Bas-Rhin","guy-dominique-kennel","http://www.senat.fr/senateur/kennel_guy_dominique14061l.html"
"KERN","Claude","Union Centriste","Union des Démocrates, Radicaux et Libéraux","H","Bas-Rhin","claude-kern","http://www.senat.fr/senateur/kern_claude14073q.html"
"KERROUCHE","Éric","Socialiste et républicain","Parti Socialiste","H","Landes","eric-kerrouche","http://www.senat.fr/senateur/kerrouche_eric19489j.html"
"LABBÉ","Joël","Rassemblement Démocratique et Social Européen","Europe Écologie Les Verts","H","Morbihan","joel-labbe","http://www.senat.fr/senateur/labbe_joel11099a.html"
"LABORDE","Françoise","Rassemblement Démocratique et Social Européen","Parti Radical de gauche","F","Haute-Garonne","francoise-laborde","http://www.senat.fr/senateur/laborde_francoise08031r.html"
"LAFON","Laurent","Union Centriste","Union des Démocrates, Radicaux et Libéraux","H","Val-de-Marne","laurent-lafon","http://www.senat.fr/senateur/lafon_laurent19611r.html"
"LAGOURGUE","Jean-Louis","Les Indépendants / République et Territoires","Union des Démocrates, Radicaux et Libéraux","H","Réunion","jean-louis-lagourgue","http://www.senat.fr/senateur/lagourgue_jean_louis19583f.html"
"LALANDE","Bernard","Socialiste et républicain","Parti Socialiste","H","Charente-Maritime","bernard-lalande","http://www.senat.fr/senateur/lalande_bernard14159v.html"
"LAMÉNIE","Marc","Les Républicains","Les Républicains","H","Ardennes","marc-lamenie","http://www.senat.fr/senateur/lamenie_marc07029t.html"
"LAMURE","Élisabeth","Les Républicains","Les Républicains","F","Rhône","elisabeth-lamure","http://www.senat.fr/senateur/lamure_elisabeth04049k.html"
"LANFRANCHI DORGAL","Christine","Les Républicains","Les Républicains","F","Var","christine-lanfranchi-dorgal","http://www.senat.fr/senateur/lanfranchi_dorgal_christine14029x.html"
"LARCHER","Gérard","Les Républicains","Les Républicains","H","Yvelines","gerard-larcher","http://www.senat.fr/senateur/larcher_gerard86034e.html"
"LASSARADE","Florence","Les Républicains","Les Républicains","F","Gironde","florence-lassarade","http://www.senat.fr/senateur/lassarade_florence19723y.html"
"LAUFOAULU","Robert","Les Républicains","Rassemblement LR - Rassemblement pour la Calédonie dans la République","H","Wallis-et-Futuna","robert-laufoaulu","http://www.senat.fr/senateur/laufoaulu_robert98005n.html"
"LAUGIER","Michel","Union Centriste","Union des Démocrates, Radicaux et Libéraux","H","Yvelines","michel-laugier","http://www.senat.fr/senateur/laugier_michel19699s.html"
"LAURENT","Daniel","Les Républicains","Les Républicains","H","Charente-Maritime","daniel-laurent","http://www.senat.fr/senateur/laurent_daniel08015r.html"
"LAURENT","Pierre","Communiste républicain citoyen et écologiste","Parti Communiste Français","H","Paris","pierre-laurent","http://www.senat.fr/senateur/laurent_pierre12041x.html"
"LAUREY","Nuihau","Union Centriste","Tapura Huiraatira","H","Polynésie-française","nuihau-laurey","http://www.senat.fr/senateur/laurey_nuihau14277b.html"
"LAVARDE","Christine","Les Républicains","Les Républicains","F","Hauts-de-Seine","christine-lavarde","http://www.senat.fr/senateur/lavarde_christine19711u.html"
"de LEGGE","Dominique","Les Républicains","Les Républicains","H","Ille-et-Vilaine","dominique-de-legge","http://www.senat.fr/senateur/de_legge_dominique08034u.html"
"LE GLEUT","Ronan","Les Républicains","Les Républicains","H","Français établis hors de France","ronan-le-gleut","http://www.senat.fr/senateur/le_gleut_ronan19709b.html"
"LE NAY","Jacques","Union Centriste","Union des Démocrates, Radicaux et Libéraux","H","Morbihan","jacques-le-nay","http://www.senat.fr/senateur/le_nay_jacques16685x.html"
"LECONTE","Jean-Yves","Socialiste et républicain","Parti Socialiste","H","Français établis hors de France","jean-yves-leconte","http://www.senat.fr/senateur/leconte_jean_yves11026g.html"
"LEFÈVRE","Antoine","Les Républicains","Les Républicains","H","Aisne","antoine-lefevre","http://www.senat.fr/senateur/lefevre_antoine08010l.html"
"LELEUX","Jean-Pierre","Les Républicains","Les Républicains","H","Alpes-Maritimes","jean-pierre-leleux","http://www.senat.fr/senateur/leleux_jean_pierre08039a.html"
"LÉONHARDT","Olivier","Rassemblement Démocratique et Social Européen","Non rattaché","H","Essonne","olivier-leonhardt","http://www.senat.fr/senateur/leonhardt_olivier19289c.html"
"LEPAGE","Claudine","Socialiste et républicain","Parti Socialiste","F","Français établis hors de France","claudine-lepage","http://www.senat.fr/senateur/lepage_claudine08017t.html"
"LEROUX","Sébastien","Les Républicains","Les Républicains","H","Orne","sebastien-leroux","http://www.senat.fr/senateur/leroux_sebastien19483c.html"
"LEROY","Henri","Les Républicains","Les Républicains","H","Alpes-Maritimes","henri-leroy","http://www.senat.fr/senateur/leroy_henri19729f.html"
"LÉTARD","Valérie","Union Centriste","Union des Démocrates, Radicaux et Libéraux","F","Nord","valerie-letard","http://www.senat.fr/senateur/letard_valerie01043q.html"
"LÉVRIER","Martin","La République En Marche","En Marche !","H","Yvelines","martin-levrier","http://www.senat.fr/senateur/levrier_martin19697q.html"
"LHERBIER","Brigitte","Les Républicains","Les Républicains","F","Nord","brigitte-lherbier","http://www.senat.fr/senateur/lherbier_brigitte19581d.html"
"LIENEMANN","Marie-Noëlle","Socialiste et républicain","Parti Socialiste","F","Paris","marie-noelle-lienemann","http://www.senat.fr/senateur/lienemann_marie_noelle11077t.html"
"LOISIER","Anne-Catherine","Union Centriste","Union des Démocrates, Radicaux et Libéraux","F","Côte-d'Or","anne-catherine-loisier","http://www.senat.fr/senateur/loisier_anne_catherine14205j.html"
"LONGEOT","Jean-François","Union Centriste","Union des Démocrates, Radicaux et Libéraux","H","Doubs","jean-francois-longeot","http://www.senat.fr/senateur/longeot_jean_francois14219q.html"
"LONGUET","Gérard","Les Républicains","Les Républicains","H","Meuse","gerard-longuet","http://www.senat.fr/senateur/longuet_gerard01048v.html"
"LOPEZ","Vivette","Les Républicains","Les Républicains","F","Gard","vivette-lopez","http://www.senat.fr/senateur/lopez_vivette14059s.html"
"LOUAULT","Pierre","Union Centriste","Union des Démocrates, Radicaux et Libéraux","H","Indre-et-Loire","pierre-louault","http://www.senat.fr/senateur/louault_pierre19441r.html"
"LOZACH","Jean-Jacques","Socialiste et républicain","Parti Socialiste","H","Creuse","jean-jacques-lozach","http://www.senat.fr/senateur/lozach_jean_jacques08012n.html"
"LUBIN","Monique","Socialiste et républicain","Parti Socialiste","F","Landes","monique-lubin","http://www.senat.fr/senateur/lubin_monique17779h.html"
"LUCHE","Jean-Claude","Union Centriste","Union des Démocrates, Radicaux et Libéraux","H","Aveyron","jean-claude-luche","http://www.senat.fr/senateur/luche_jean_claude14103d.html"
"LUREL","Victorin","Socialiste et républicain","Parti progressiste Martiniquais","H","Guadeloupe","victorin-lurel","http://www.senat.fr/senateur/lurel_victorin12016w.html"
"MADRELLE","Philippe","Socialiste et républicain","Parti Socialiste","H","Gironde","philippe-madrelle","http://www.senat.fr/senateur/madrelle_philippe80027e.html"
"MAGNER","Jacques-Bernard","Socialiste et républicain","Parti Socialiste","H","Puy-de-Dôme","jacques-bernard-magner","http://www.senat.fr/senateur/magner_jacques_bernard11104d.html"
"MAGRAS","Michel","Les Républicains","Les Républicains","H","Saint-Barthélemy","michel-magras","http://www.senat.fr/senateur/magras_michel08019v.html"
"MALET","Viviane","Les Républicains","Les Républicains","F","Réunion","viviane-malet","http://www.senat.fr/senateur/malet_viviane19657g.html"
"MALHURET","Claude","Les Indépendants / République et Territoires","Union des Démocrates, Radicaux et Libéraux","H","Allier","claude-malhuret","http://www.senat.fr/senateur/malhuret_claude14251q.html"
"MANABLE","Christian","Socialiste et républicain","Parti Socialiste","H","Somme","christian-manable","http://www.senat.fr/senateur/manable_christian14063n.html"
"MANDELLI","Didier","Les Républicains","Les Républicains","H","Vendée","didier-mandelli","http://www.senat.fr/senateur/mandelli_didier14031r.html"
"MARC","Alain","Les Indépendants / République et Territoires","Union des Démocrates, Radicaux et Libéraux","H","Aveyron","alain-marc","http://www.senat.fr/senateur/marc_alain14111d.html"
"MARCHAND","Frédéric","La République En Marche","En Marche !","H","Nord","frederic-marchand","http://www.senat.fr/senateur/marchand_frederic19637c.html"
"MARIE","Didier","Socialiste et républicain","Parti Socialiste","H","Seine-Maritime","didier-marie","http://www.senat.fr/senateur/marie_didier14001x.html"
"MARSEILLE","Hervé","Union Centriste","Union des Démocrates, Radicaux et Libéraux","H","Hauts-de-Seine","herve-marseille","http://www.senat.fr/senateur/marseille_herve11085t.html"
"MASSON","Jean Louis","Réunion administrative des Sénateurs ne figurant sur la liste d'aucun groupe","Debout la France","H","Moselle","jean-louis-masson","http://www.senat.fr/senateur/masson_jean_louis01060r.html"
"MAUREY","Hervé","Union Centriste","Union des Démocrates, Radicaux et Libéraux","H","Eure","herve-maurey","http://www.senat.fr/senateur/maurey_herve08009t.html"
"MAYET","Jean-François","Les Républicains","Les Républicains","H","Indre","jean-francois-mayet","http://www.senat.fr/senateur/mayet_jean_francois08062y.html"
"MAZUIR","Rachel","Socialiste et républicain","Parti Socialiste","H","Ain","rachel-mazuir","http://www.senat.fr/senateur/mazuir_rachel08053x.html"
"MÉDEVIELLE","Pierre","Union Centriste","Union des Démocrates, Radicaux et Libéraux","H","Haute-Garonne","pierre-medevielle","http://www.senat.fr/senateur/medevielle_pierre14221j.html"
"MÉLOT","Colette","Les Indépendants / République et Territoires","Union des Démocrates, Radicaux et Libéraux","F","Seine-et-Marne","colette-melot","http://www.senat.fr/senateur/melot_colette04057k.html"
"MENONVILLE","Franck","Rassemblement Démocratique et Social Européen","Union des Démocrates, Radicaux et Libéraux","H","Meuse","franck-menonville","http://www.senat.fr/senateur/menonville_franck19563b.html"
"MERCIER","Marie","Les Républicains","Les Républicains","F","Saône-et-Loire","marie-mercier","http://www.senat.fr/senateur/mercier_marie14147r.html"
"MEUNIER","Michelle","Socialiste et républicain","Parti Socialiste","F","Loire-Atlantique","michelle-meunier","http://www.senat.fr/senateur/meunier_michelle11067r.html"
"MEURANT","Sébastien","Les Républicains","Les Républicains","H","Val-d'Oise","sebastien-meurant","http://www.senat.fr/senateur/meurant_sebastien19671e.html"
"MICOULEAU","Brigitte","Les Républicains","Les Républicains","F","Haute-Garonne","brigitte-micouleau","http://www.senat.fr/senateur/micouleau_brigitte14223l.html"
"MILON","Alain","Les Républicains","Les Républicains","H","Vaucluse","alain-milon","http://www.senat.fr/senateur/milon_alain04092n.html"
"MIZZON","Jean-Marie","Union Centriste","Union des Démocrates, Radicaux et Libéraux","H","Moselle","jean-marie-mizzon","http://www.senat.fr/senateur/mizzon_jean_marie19335q.html"
"MOGA","Jean-Pierre","Union Centriste","Union des Démocrates, Radicaux et Libéraux","H","Lot-et-Garonne","jean-pierre-moga","http://www.senat.fr/senateur/moga_jean_pierre19369b.html"
"MOHAMED SOILIHI","Thani","La République En Marche","En Marche !","H","Mayotte","thani-mohamed-soilihi","http://www.senat.fr/senateur/mohamed_soilihi_thani11072n.html"
"MONIER","Marie-Pierre","Socialiste et républicain","Parti Socialiste","F","Drôme","marie-pierre-monier","http://www.senat.fr/senateur/monier_marie_pierre14109k.html"
"de MONTGOLFIER","Albéric","Les Républicains","Les Républicains","H","Eure-et-Loir","alberic-de-montgolfier","http://www.senat.fr/senateur/de_montgolfier_alberic08011m.html"
"MONTAUGÉ","Franck","Socialiste et républicain","Parti Socialiste","H","Gers","franck-montauge","http://www.senat.fr/senateur/montauge_franck14257w.html"
"MORHET-RICHAUD","Patricia","Les Républicains","Les Républicains","F","Hautes-Alpes","patricia-morhet-richaud","http://www.senat.fr/senateur/morhet_richaud_patricia14265w.html"
"MORIN-DESAILLY","Catherine","Union Centriste","Union des Démocrates, Radicaux et Libéraux","F","Seine-Maritime","catherine-morin-desailly","http://www.senat.fr/senateur/morin_desailly_catherine04070g.html"
"MORISSET","Jean-Marie","Les Républicains","Les Républicains","H","Deux-Sèvres","jean-marie-morisset","http://www.senat.fr/senateur/morisset_jean_marie14119m.html"
"MOUILLER","Philippe","Les Républicains","Les Républicains","H","Deux-Sèvres","philippe-mouiller","http://www.senat.fr/senateur/mouiller_philippe14071n.html"
"NACHBAR","Philippe","Les Républicains","Les Républicains","H","Meurthe-et-Moselle","philippe-nachbar","http://www.senat.fr/senateur/nachbar_philippe92040q.html"
"NAVARRO","Robert","La République En Marche","En Marche !","H","Hérault","robert-navarro","http://www.senat.fr/senateur/navarro_robert08021p.html"
"de NICOLAY","Louis-Jean","Les Républicains","Les Républicains","H","Sarthe","louis-jean-de-nicolay","http://www.senat.fr/senateur/de_nicolay_louis_jean14169x.html"
"NOUGEIN","Claude","Les Républicains","Les Républicains","H","Corrèze","claude-nougein","http://www.senat.fr/senateur/nougein_claude14253s.html"
"OUZOULIAS","Pierre","Communiste républicain citoyen et écologiste","Parti Communiste Français","H","Hauts-de-Seine","pierre-ouzoulias","http://www.senat.fr/senateur/ouzoulias_pierre19593h.html"
"PACCAUD","Olivier","Les Républicains","Les Républicains","H","Oise","olivier-paccaud","http://www.senat.fr/senateur/paccaud_olivier19573d.html"
"PANUNZI","Jean-Jacques","Les Républicains","Les Républicains","H","Corse-du-Sud","jean-jacques-panunzi","http://www.senat.fr/senateur/panunzi_jean_jacques14191v.html"
"PATIENT","Georges","La République En Marche","Parti Socialiste","H","Guyane","georges-patient","http://www.senat.fr/senateur/patient_georges08073c.html"
"PATRIAT","François","La République En Marche","En Marche !","H","Côte-d'Or","francois-patriat","http://www.senat.fr/senateur/patriat_francois08061x.html"
"PAUL","Philippe","Les Républicains","Les Républicains","H","Finistère","philippe-paul","http://www.senat.fr/senateur/paul_philippe08047a.html"
"PELLEVAT","Cyril","Les Républicains","Les Républicains","H","Haute-Savoie","cyril-pellevat","http://www.senat.fr/senateur/pellevat_cyril14237s.html"
"PEMEZEC","Philippe","Les Républicains","Les Républicains","H","Hauts-de-Seine","philippe-pemezec","http://www.senat.fr/senateur/pemezec_philippe17637t.html"
"PEROL-DUMONT","Marie-Françoise","Socialiste et républicain","Parti Socialiste","F","Haute-Vienne","marie-francoise-perol-dumont","http://www.senat.fr/senateur/perol_dumont_marie_francoise14028w.html"
"PERRIN","Cédric","Les Républicains","Les Républicains","H","Territoire-de-Belfort","cedric-perrin","http://www.senat.fr/senateur/perrin_cedric14193x.html"
"PIEDNOIR","Stéphane","Les Républicains","Les Républicains","H","Maine-et-Loire","stephane-piednoir","http://www.senat.fr/senateur/piednoir_stephane19533u.html"
"PIERRE","Jackie","Les Républicains","Les Républicains","H","Vosges","jackie-pierre","http://www.senat.fr/senateur/pierre_jackie04088s.html"
"PILLET","François","Les Républicains","Les Républicains","H","Cher","francois-pillet","http://www.senat.fr/senateur/pillet_francois07034q.html"
"POADJA","Gérard","Union Centriste","Calédonie Ensemble","H","Nouvelle-Calédonie","gerard-poadja","http://www.senat.fr/senateur/poadja_gerard19319q.html"
"POINTEREAU","Rémy","Les Républicains","Les Républicains","H","Cher","remy-pointereau","http://www.senat.fr/senateur/pointereau_remy05012a.html"
"PONIATOWSKI","Ladislas","Les Républicains","Les Républicains","H","Eure","ladislas-poniatowski","http://www.senat.fr/senateur/poniatowski_ladislas98050t.html"
"PRÉVILLE","Angèle","Socialiste et républicain","Parti Socialiste","F","Lot","angele-preville","http://www.senat.fr/senateur/preville_angele19503n.html"
"PRIMAS","Sophie","Les Républicains","Les Républicains","F","Yvelines","sophie-primas","http://www.senat.fr/senateur/primas_sophie11090q.html"
"PRINCE","Jean-Paul","Union Centriste","Mouvement démocrate","H","Loir-et-Cher","jean-paul-prince","http://www.senat.fr/senateur/prince_jean_paul19739h.html"
"PRIOU","Christophe","Les Républicains","Les Républicains","H","Loire-Atlantique","christophe-priou","http://www.senat.fr/senateur/priou_christophe17583w.html"
"PROCACCIA","Catherine","Les Républicains","Les Républicains","F","Val-de-Marne","catherine-procaccia","http://www.senat.fr/senateur/procaccia_catherine04043d.html"
"de la PROVÔTÉ","Sonia","Union Centriste","Union des Démocrates, Radicaux et Libéraux","F","Calvados","sonia-de-la-provote","http://www.senat.fr/senateur/de_la_provote_sonia19735d.html"
"PRUNAUD","Christine","Communiste républicain citoyen et écologiste","Parti Communiste Français","F","Côtes-d'Armor","christine-prunaud","http://www.senat.fr/senateur/prunaud_christine14235q.html"
"PUISSAT","Frédérique","Les Républicains","Les Républicains","F","Isère","frederique-puissat","http://www.senat.fr/senateur/puissat_frederique19679n.html"
"RAIMOND-PAVERO","Isabelle","Les Républicains","Les Républicains","F","Indre-et-Loire","isabelle-raimond-pavero","http://www.senat.fr/senateur/raimond_pavero_isabelle19443t.html"
"RAISON","Michel","Les Républicains","Les Républicains","H","Haute-Saône","michel-raison","http://www.senat.fr/senateur/raison_michel14135m.html"
"RAMBAUD","Didier","La République En Marche","En Marche !","H","Isère","didier-rambaud","http://www.senat.fr/senateur/rambaud_didier19349w.html"
"RAPIN","Jean-François","Les Républicains","Les Républicains","H","Pas-de-Calais","jean-francois-rapin","http://www.senat.fr/senateur/rapin_jean_francois14331p.html"
"RAUSCENT","Noëlle","La République En Marche","En Marche !","F","Yonne","noelle-rauscent","http://www.senat.fr/senateur/rauscent_noelle19269x.html"
"RAVIER","Stéphane","Réunion administrative des Sénateurs ne figurant sur la liste d'aucun groupe","Front National","H","Bouches-du-Rhône","stephane-ravier","http://www.senat.fr/senateur/ravier_stephane14055n.html"
"RAYNAL","Claude","Socialiste et républicain","Parti Socialiste","H","Haute-Garonne","claude-raynal","http://www.senat.fr/senateur/raynal_claude14225n.html"
"REICHARDT","André","Les Républicains","Les Républicains","H","Bas-Rhin","andre-reichardt","http://www.senat.fr/senateur/reichardt_andre10015m.html"
"RENAUD-GARABEDIAN","Évelyne","Les Républicains","Les Républicains","F","Français établis hors de France","evelyne-renaud-garabedian","http://www.senat.fr/senateur/renaud_garabedian_evelyne19705w.html"
"REQUIER","Jean-Claude","Rassemblement Démocratique et Social Européen","Parti Radical de gauche","H","Lot","jean-claude-requier","http://www.senat.fr/senateur/requier_jean_claude11012a.html"
"RETAILLEAU","Bruno","Les Républicains","Les Républicains","H","Vendée","bruno-retailleau","http://www.senat.fr/senateur/retailleau_bruno04033b.html"
"REVET","Charles","Les Républicains","Les Républicains","H","Seine-Maritime","charles-revet","http://www.senat.fr/senateur/revet_charles95062k.html"
"RICHARD","Alain","La République En Marche","En Marche !","H","Val-d'Oise","alain-richard","http://www.senat.fr/senateur/richard_alain95063l.html"
"ROBERT","Sylvie","Socialiste et républicain","Parti Socialiste","F","Ille-et-Vilaine","sylvie-robert","http://www.senat.fr/senateur/robert_sylvie14229s.html"
"ROGER","Gilbert","Socialiste et républicain","Parti Socialiste","H","Seine-Saint-Denis","gilbert-roger","http://www.senat.fr/senateur/roger_gilbert11054l.html"
"ROSSIGNOL","Laurence","Socialiste et républicain","Parti Socialiste","F","Oise","laurence-rossignol","http://www.senat.fr/senateur/rossignol_laurence11045k.html"
"ROUX","Jean-Yves","Socialiste et républicain","Parti Socialiste","H","Alpes-de-Haute-Provence","jean-yves-roux","http://www.senat.fr/senateur/roux_jean_yves14107h.html"
"SAINT-PÉ","Denise","Union Centriste","Mouvement démocrate","F","Pyrénées-Atlantiques","denise-saint-pe","http://www.senat.fr/senateur/saint_pe_denise19619a.html"
"SAURY","Hugues","Les Républicains","Les Républicains","H","Loiret","hugues-saury","http://www.senat.fr/senateur/saury_hugues19421m.html"
"SAVARY","René-Paul","Les Républicains","Les Républicains","H","Marne","rene-paul-savary","http://www.senat.fr/senateur/savary_rene_paul11097x.html"
"SAVIN","Michel","Les Républicains","Les Républicains","H","Isère","michel-savin","http://www.senat.fr/senateur/savin_michel11043h.html"
"SAVOLDELLI","Pascal","Communiste républicain citoyen et écologiste","Parti Communiste Français","H","Val-de-Marne","pascal-savoldelli","http://www.senat.fr/senateur/savoldelli_pascal19687n.html"
"SCHILLINGER","Patricia","La République En Marche","En Marche !","F","Haut-Rhin","patricia-schillinger","http://www.senat.fr/senateur/schillinger_patricia04045f.html"
"SCHMITZ","Alain","Les Républicains","Les Républicains","H","Yvelines","alain-schmitz","http://www.senat.fr/senateur/schmitz_alain04018c.html"
"SIDO","Bruno","Les Républicains","Les Républicains","H","Haute-Marne","bruno-sido","http://www.senat.fr/senateur/sido_bruno01058x.html"
"SOL","Jean","Les Républicains","Les Républicains","H","Pyrénées-Orientales","jean-sol","http://www.senat.fr/senateur/sol_jean19703u.html"
"SOLLOGOUB","Nadia","Union Centriste","Non rattaché","F","Nièvre","nadia-sollogoub","http://www.senat.fr/senateur/sollogoub_nadia19713w.html"
"SUEUR","Jean-Pierre","Socialiste et républicain","Parti Socialiste","H","Loiret","jean-pierre-sueur","http://www.senat.fr/senateur/sueur_jean_pierre01028r.html"
"SUTOUR","Simon","Socialiste et républicain","Parti Socialiste","H","Gard","simon-sutour","http://www.senat.fr/senateur/sutour_simon98035u.html"
"TAILLÉ-POLIAN","Sophie","Socialiste et républicain","Parti Socialiste","F","Val-de-Marne","sophie-taille-polian","http://www.senat.fr/senateur/taille_polian_sophie19689q.html"
"TEMAL","Rachid","Socialiste et républicain","Parti Socialiste","H","Val-d'Oise","rachid-temal","http://www.senat.fr/senateur/temal_rachid19669l.html"
"TETUANUI","Lana","Union Centriste","Tapura Huiraatira","F","Polynésie-française","lana-tetuanui","http://www.senat.fr/senateur/tetuanui_lana14275y.html"
"THÉOPHILE","Dominique","La République En Marche","En Marche !","H","Guadeloupe","dominique-theophile","http://www.senat.fr/senateur/theophile_dominique19301e.html"
"THOMAS","Claudine","Les Républicains","Les Républicains","F","Seine-et-Marne","claudine-thomas","http://www.senat.fr/senateur/thomas_claudine19675j.html"
"TISSOT","Jean-Claude","Socialiste et républicain","Parti Socialiste","H","Loire","jean-claude-tissot","http://www.senat.fr/senateur/tissot_jean_claude19413m.html"
"TOCQUEVILLE","Nelly","Socialiste et républicain","Parti Socialiste","F","Seine-Maritime","nelly-tocqueville","http://www.senat.fr/senateur/tocqueville_nelly14051j.html"
"TODESCHINI","Jean-Marc","Socialiste et républicain","Parti Socialiste","H","Moselle","jean-marc-todeschini","http://www.senat.fr/senateur/todeschini_jean_marc01062t.html"
"TOURENNE","Jean-Louis","Socialiste et républicain","Parti Socialiste","H","Ille-et-Vilaine","jean-louis-tourenne","http://www.senat.fr/senateur/tourenne_jean_louis14227q.html"
"TROENDLÉ","Catherine","Les Républicains","Les Républicains","F","Haut-Rhin","catherine-troendle","http://www.senat.fr/senateur/troendle_catherine04044e.html"
"VALL","Raymond","Rassemblement Démocratique et Social Européen","Parti Radical de gauche","H","Gers","raymond-vall","http://www.senat.fr/senateur/vall_raymond08049c.html"
"VALLINI","André","Socialiste et républicain","Parti Socialiste","H","Isère","andre-vallini","http://www.senat.fr/senateur/vallini_andre11041f.html"
"VAN HEGHE","Sabine","Socialiste et républicain","Parti Socialiste","F","Pas-de-Calais","sabine-van-heghe","http://www.senat.fr/senateur/van_heghe_sabine19527w.html"
"VANLERENBERGHE","Jean-Marie","Union Centriste","Mouvement démocrate","H","Pas-de-Calais","jean-marie-vanlerenberghe","http://www.senat.fr/senateur/vanlerenberghe_jean_marie01034p.html"
"VASPART","Michel","Les Républicains","Les Républicains","H","Côtes-d'Armor","michel-vaspart","http://www.senat.fr/senateur/vaspart_michel14157t.html"
"VAUGRENARD","Yannick","Socialiste et républicain","Parti Socialiste","H","Loire-Atlantique","yannick-vaugrenard","http://www.senat.fr/senateur/vaugrenard_yannick11066q.html"
"VERMEILLET","Sylvie","Union Centriste","Union des Démocrates, Radicaux et Libéraux","F","Jura","sylvie-vermeillet","http://www.senat.fr/senateur/vermeillet_sylvie19479g.html"
"VIAL","Jean-Pierre","Les Républicains","Les Républicains","H","Savoie","jean-pierre-vial","http://www.senat.fr/senateur/vial_jean_pierre95067q.html"
"VOGEL","Jean Pierre","Les Républicains","Les Républicains","H","Sarthe","jean-pierre-vogel","http://www.senat.fr/senateur/vogel_jean_pierre14173t.html"
"VULLIEN","Michèle","Union Centriste","Union des Démocrates, Radicaux et Libéraux","F","Rhône","michele-vullien","http://www.senat.fr/senateur/vullien_michele19737f.html"
"WATRIN","Dominique","Communiste républicain citoyen et écologiste","Parti Communiste Français","H","Pas-de-Calais","dominique-watrin","http://www.senat.fr/senateur/watrin_dominique11063m.html"
"WATTEBLED","Dany","Les Indépendants / République et Territoires","Union des Démocrates, Radicaux et Libéraux","H","Nord","dany-wattebled","http://www.senat.fr/senateur/wattebled_dany19585h.html"
"YUNG","Richard","La République En Marche","En Marche !","H","Français établis hors de France","richard-yung","http://www.senat.fr/senateur/yung_richard04034c.html"
