"nom","prénom","groupe","rattachement_parti","sexe","département","id_nosdeputes","url_institution"
"Baert","Dominique","SRC","Parti socialiste","H","Nord","dominique-baert","http://www.assemblee-nationale.fr/14/tribun/fiches_id/339.asp"
"Balkany","Patrick","UMP","Union pour un Mouvement Populaire","H","Hauts-de-Seine","patrick-balkany","http://www.assemblee-nationale.fr/14/tribun/fiches_id/346.asp"
"Bapt","Gérard","SRC","Parti socialiste","H","Haute-Garonne","gerard-bapt","http://www.assemblee-nationale.fr/14/tribun/fiches_id/356.asp"
"Barbier","Frédéric","SRC","Parti socialiste","H","Doubs","frederic-barbier","http://www.assemblee-nationale.fr/14/tribun/fiches_id/642724.asp"
"Barbier","Jean-Pierre","UMP","Union pour un Mouvement Populaire","H","Isère","jean-pierre-barbier","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606888.asp"
"Bardy","Serge","SRC","Parti socialiste","H","Maine-et-Loire","serge-bardy","http://www.assemblee-nationale.fr/14/tribun/fiches_id/607369.asp"
"Bareigts","Ericka","SRC","Parti socialiste","F","Réunion","ericka-bareigts","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610681.asp"
"Baroin","François","UMP","Union pour un Mouvement Populaire","H","Aube","francois-baroin","http://www.assemblee-nationale.fr/14/tribun/fiches_id/369.asp"
"Bartolone","Claude","SRC","Parti socialiste","H","Seine-Saint-Denis","claude-bartolone","http://www.assemblee-nationale.fr/14/tribun/fiches_id/381.asp"
"Bataille","Christian","SRC","Parti socialiste","H","Nord","christian-bataille","http://www.assemblee-nationale.fr/14/tribun/fiches_id/394.asp"
"Batho","Delphine","SRC","Parti socialiste","F","Deux-Sèvres","delphine-batho","http://www.assemblee-nationale.fr/14/tribun/fiches_id/335999.asp"
"Battistel","Marie-Noëlle","SRC","Parti socialiste","F","Isère","marie-noelle-battistel","http://www.assemblee-nationale.fr/14/tribun/fiches_id/342415.asp"
"Baumel","Laurent","SRC","Parti socialiste","H","Indre-et-Loire","laurent-baumel","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606793.asp"
"Baumel","Philippe","SRC","Parti socialiste","H","Saône-et-Loire","philippe-baumel","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608686.asp"
"Baupin","Denis","ECOLO","Europe Écologie Les Verts","H","Paris","denis-baupin","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609016.asp"
"Bays","Nicolas","SRC","Parti socialiste","H","Pas-de-Calais","nicolas-bays","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608158.asp"
"Beaubatie","Catherine","SRC","Parti socialiste","F","Haute-Vienne","catherine-beaubatie","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609845.asp"
"Bechtel","Marie-Françoise","SRC","Parti socialiste","F","Aisne","marie-francoise-bechtel","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605076.asp"
"Beffara","Jean-Marie","SRC","Parti socialiste","H","Indre-et-Loire","jean-marie-beffara","http://www.assemblee-nationale.fr/14/tribun/fiches_id/342332.asp"
"Bello","Huguette","GDR","Pour la Réunion, de toutes nos forces","F","Réunion","huguette-bello","http://www.assemblee-nationale.fr/14/tribun/fiches_id/441.asp"
"Belot","Luc","SRC","Parti socialiste","H","Maine-et-Loire","luc-belot","http://www.assemblee-nationale.fr/14/tribun/fiches_id/607310.asp"
"Benisti","Jacques Alain","UMP","Union pour un Mouvement Populaire","H","Val-de-Marne","jacques-alain-benisti","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267822.asp"
"Benoit","Thierry","UDI","Union des radicaux, centristes, indépendants et démocrates","H","Ille-et-Vilaine","thierry-benoit","http://www.assemblee-nationale.fr/14/tribun/fiches_id/332228.asp"
"Berger","Karine","SRC","Parti socialiste","F","Hautes-Alpes","karine-berger","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605143.asp"
"Berrios","Sylvain","UMP","Union pour un Mouvement Populaire","H","Val-de-Marne","sylvain-berrios","http://www.assemblee-nationale.fr/14/tribun/fiches_id/687214.asp"
"Berthelot","Chantal","SRC","Parti socialiste","F","Guyane","chantal-berthelot","http://www.assemblee-nationale.fr/14/tribun/fiches_id/337504.asp"
"Bertrand","Xavier","UMP","Union pour un Mouvement Populaire","H","Aisne","xavier-bertrand","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267080.asp"
"Besse","Véronique","NI","Debout la République","F","Vendée","veronique-besse","http://www.assemblee-nationale.fr/14/tribun/fiches_id/309643.asp"
"Biémouret","Gisèle","SRC","Parti socialiste","F","Gers","gisele-biemouret","http://www.assemblee-nationale.fr/14/tribun/fiches_id/508.asp"
"Bies","Philippe","SRC","Parti socialiste","H","Bas-Rhin","philippe-bies","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608363.asp"
"Binet","Erwann","SRC","Parti socialiste","H","Isère","erwann-binet","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606899.asp"
"Blanc","Étienne","UMP","Union pour un Mouvement Populaire","H","Ain","etienne-blanc","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267075.asp"
"Blazy","Jean-Pierre","SRC","Parti socialiste","H","Val-d'Oise","jean-pierre-blazy","http://www.assemblee-nationale.fr/14/tribun/fiches_id/536.asp"
"Blein","Yves","SRC","Parti socialiste","H","Rhône","yves-blein","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608641.asp"
"Bleunven","Jean-Luc","SRC","Parti socialiste","H","Finistère","jean-luc-bleunven","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606149.asp"
"Bloche","Patrick","SRC","Parti socialiste","H","Paris","patrick-bloche","http://www.assemblee-nationale.fr/14/tribun/fiches_id/543.asp"
"Bocquet","Alain","GDR","Parti communiste Français","H","Nord","alain-bocquet","http://www.assemblee-nationale.fr/14/tribun/fiches_id/551.asp"
"Boisserie","Daniel","SRC","Parti socialiste","H","Haute-Vienne","daniel-boisserie","http://www.assemblee-nationale.fr/14/tribun/fiches_id/560.asp"
"Boistard","Pascale","SRC","Parti socialiste","F","Somme","pascale-boistard","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609513.asp"
"Bompard","Jacques","NI","Debout la République","H","Vaucluse","jacques-bompard","http://www.assemblee-nationale.fr/14/tribun/fiches_id/563.asp"
"Bonneton","Michèle","ECOLO","Europe Écologie Les Verts","F","Isère","michele-bonneton","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606910.asp"
"Bonnot","Marcel","UMP","Union pour un Mouvement Populaire","H","Doubs","marcel-bonnot","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267576.asp"
"Borgel","Christophe","SRC","Parti socialiste","H","Haute-Garonne","christophe-borgel","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606363.asp"
"Borloo","Jean-Louis","UDI","Union des radicaux, centristes, indépendants et démocrates","H","Nord","jean-louis-borloo","http://www.assemblee-nationale.fr/14/tribun/fiches_id/588.asp"
"Bouchet","Jean-Claude","UMP","Union pour un Mouvement Populaire","H","Vaucluse","jean-claude-bouchet","http://www.assemblee-nationale.fr/14/tribun/fiches_id/336316.asp"
"Boudié","Florent","SRC","Parti socialiste","H","Gironde","florent-boudie","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606507.asp"
"Bouillé","Marie-Odile","SRC","Parti socialiste","F","Loire-Atlantique","marie-odile-bouille","http://www.assemblee-nationale.fr/14/tribun/fiches_id/332843.asp"
"Bouillon","Christophe","SRC","Parti socialiste","H","Seine-Maritime","christophe-bouillon","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267233.asp"
"Bourdouleix","Gilles","NI","Debout la République","H","Maine-et-Loire","gilles-bourdouleix","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267433.asp"
"Bourguignon","Brigitte","SRC","Parti socialiste","F","Pas-de-Calais","brigitte-bourguignon","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608083.asp"
"Boutih","Malek","SRC","Parti socialiste","H","Essonne","malek-boutih","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610045.asp"
"Bouziane","Kheira","SRC","Parti socialiste","F","Côte-d'Or","kheira-bouziane","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605830.asp"
"Boyer","Valérie","UMP","Union pour un Mouvement Populaire","F","Bouches-du-Rhône","valerie-boyer","http://www.assemblee-nationale.fr/14/tribun/fiches_id/330684.asp"
"Braillard","Thierry","RRDP","Parti radical de gauche","H","Rhône","thierry-braillard","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608495.asp"
"Brehier","Emeric","SRC","Parti socialiste","H","Seine-et-Marne","emeric-brehier","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609314.asp"
"Breton","Xavier","UMP","Union pour un Mouvement Populaire","H","Ain","xavier-breton","http://www.assemblee-nationale.fr/14/tribun/fiches_id/330008.asp"
"Briand","Philippe","UMP","Union pour un Mouvement Populaire","H","Indre-et-Loire","philippe-briand","http://www.assemblee-nationale.fr/14/tribun/fiches_id/667.asp"
"Bricout","Jean-Louis","SRC","Parti socialiste","H","Aisne","jean-louis-bricout","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605069.asp"
"Bridey","Jean-Jacques","SRC","Parti socialiste","H","Val-de-Marne","jean-jacques-bridey","http://www.assemblee-nationale.fr/14/tribun/fiches_id/672.asp"
"Brochand","Bernard","UMP","Union pour un Mouvement Populaire","H","Alpes-Maritimes","bernard-brochand","http://www.assemblee-nationale.fr/14/tribun/fiches_id/223837.asp"
"Brottes","François","SRC","Parti socialiste","H","Isère","francois-brottes","http://www.assemblee-nationale.fr/14/tribun/fiches_id/680.asp"
"Bruneau","Isabelle","SRC","Parti socialiste","F","Indre","isabelle-bruneau","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606745.asp"
"Buffet","Marie-George","GDR","Parti communiste Français","F","Seine-Saint-Denis","marie-george-buffet","http://www.assemblee-nationale.fr/14/tribun/fiches_id/689.asp"
"Bui","Gwenegan","SRC","Parti socialiste","H","Finistère","gwenegan-bui","http://www.assemblee-nationale.fr/14/tribun/fiches_id/642739.asp"
"Buis","Sabine","SRC","Parti socialiste","F","Ardèche","sabine-buis","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605261.asp"
"Buisine","Jean-Claude","SRC","Parti socialiste","H","Somme","jean-claude-buisine","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609535.asp"
"Bulteau","Sylviane","SRC","Parti socialiste","F","Vendée","sylviane-bulteau","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609743.asp"
"Burroni","Vincent","SRC","Parti socialiste","H","Bouches-du-Rhône","vincent-burroni","http://www.assemblee-nationale.fr/14/tribun/fiches_id/695.asp"
"Bussereau","Dominique","UMP","Union pour un Mouvement Populaire","H","Charente-Maritime","dominique-bussereau","http://www.assemblee-nationale.fr/14/tribun/fiches_id/696.asp"
"Calmette","Alain","SRC","Parti socialiste","H","Cantal","alain-calmette","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605643.asp"
"Cambadélis","Jean-Christophe","SRC","Parti socialiste","H","Paris","jean-christophe-cambadelis","http://www.assemblee-nationale.fr/14/tribun/fiches_id/719.asp"
"Candelier","Jean-Jacques","GDR","Parti communiste Français","H","Nord","jean-jacques-candelier","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267492.asp"
"Capdevielle","Colette","SRC","Parti socialiste","F","Pyrénées-Atlantiques","colette-capdevielle","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608264.asp"
"Capet","Yann","SRC","Parti socialiste","H","Pas-de-Calais","yann-capet","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608098.asp"
"Caresche","Christophe","SRC","Parti socialiste","H","Paris","christophe-caresche","http://www.assemblee-nationale.fr/14/tribun/fiches_id/735.asp"
"Carpentier","Jean-Noël","RRDP","Parti radical de gauche","H","Val-d'Oise","jean-noel-carpentier","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610521.asp"
"Carre","Olivier","UMP","Union pour un Mouvement Populaire","H","Loiret","olivier-carre","http://www.assemblee-nationale.fr/14/tribun/fiches_id/332886.asp"
"Carrey-Conte","Fanélie","SRC","Parti socialiste","F","Paris","fanelie-carrey-conte","http://www.assemblee-nationale.fr/14/tribun/fiches_id/642940.asp"
"Carrez","Gilles","UMP","Union pour un Mouvement Populaire","H","Val-de-Marne","gilles-carrez","http://www.assemblee-nationale.fr/14/tribun/fiches_id/746.asp"
"Carrillon-Couvreur","Martine","SRC","Parti socialiste","F","Nièvre","martine-carrillon-couvreur","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267188.asp"
"Carvalho","Patrice","GDR","Parti communiste Français","H","Oise","patrice-carvalho","http://www.assemblee-nationale.fr/14/tribun/fiches_id/754.asp"
"Castaner","Christophe","SRC","Parti socialiste","H","Alpes-de-Haute-Provence","christophe-castaner","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605131.asp"
"Cathala","Laurent","SRC","Parti socialiste","H","Val-de-Marne","laurent-cathala","http://www.assemblee-nationale.fr/14/tribun/fiches_id/765.asp"
"Caullet","Jean-Yves","SRC","Parti socialiste","H","Yonne","jean-yves-caullet","http://www.assemblee-nationale.fr/14/tribun/fiches_id/770.asp"
"Cavard","Christophe","ECOLO","Europe Écologie Les Verts","H","Gard","christophe-cavard","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606258.asp"
"Censi","Yves","UMP","Union pour un Mouvement Populaire","H","Aveyron","yves-censi","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267266.asp"
"Chabanne","Nathalie","SRC","Parti socialiste","F","Pyrénées-Atlantiques","nathalie-chabanne","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608235.asp"
"Chalus","Ary","RRDP","Guadeloupe Unie Socialisme et Réalité","H","Guadeloupe","ary-chalus","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610615.asp"
"Chambefort","Guy","SRC","Parti socialiste","H","Allier","guy-chambefort","http://www.assemblee-nationale.fr/14/tribun/fiches_id/330118.asp"
"Chanteguet","Jean-Paul","SRC","Parti socialiste","H","Indre","jean-paul-chanteguet","http://www.assemblee-nationale.fr/14/tribun/fiches_id/810.asp"
"Chapdelaine","Marie-Anne","SRC","Parti socialiste","F","Ille-et-Vilaine","marie-anne-chapdelaine","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606665.asp"
"Charasse","Gérard","RRDP","Parti radical de gauche","H","Allier","gerard-charasse","http://www.assemblee-nationale.fr/14/tribun/fiches_id/815.asp"
"Charroux","Gaby","GDR","Parti communiste Français","H","Bouches-du-Rhône","gaby-charroux","http://www.assemblee-nationale.fr/14/tribun/fiches_id/340755.asp"
"Chartier","Jérôme","UMP","Union pour un Mouvement Populaire","H","Val-d'Oise","jerome-chartier","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267895.asp"
"Chassaigne","André","GDR","Parti communiste Français","H","Puy-de-Dôme","andre-chassaigne","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267306.asp"
"Chatel","Luc","UMP","Union pour un Mouvement Populaire","H","Haute-Marne","luc-chatel","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267165.asp"
"Chauveau","Guy-Michel","SRC","Parti socialiste","H","Sarthe","guy-michel-chauveau","http://www.assemblee-nationale.fr/14/tribun/fiches_id/840.asp"
"Chauvel","Dominique","SRC","Parti socialiste","F","Seine-Maritime","dominique-chauvel","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609222.asp"
"Cherki","Pascal","SRC","Parti socialiste","H","Paris","pascal-cherki","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609042.asp"
"Cherpion","Gérard","UMP","Union pour un Mouvement Populaire","H","Vosges","gerard-cherpion","http://www.assemblee-nationale.fr/14/tribun/fiches_id/856.asp"
"Chevrollier","Guillaume","UMP","Union pour un Mouvement Populaire","H","Mayenne","guillaume-chevrollier","http://www.assemblee-nationale.fr/14/tribun/fiches_id/607489.asp"
"Chrétien","Alain","UMP","Union pour un Mouvement Populaire","H","Haute-Saône","alain-chretien","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608662.asp"
"Christ","Jean-Louis","UMP","Union pour un Mouvement Populaire","H","Haut-Rhin","jean-louis-christ","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267358.asp"
"Cinieri","Dino","UMP","Union pour un Mouvement Populaire","H","Loire","dino-cinieri","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267429.asp"
"Ciot","Jean-David","SRC","Parti socialiste","H","Bouches-du-Rhône","jean-david-ciot","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605557.asp"
"Ciotti","Éric","UMP","Union pour un Mouvement Populaire","H","Alpes-Maritimes","eric-ciotti","http://www.assemblee-nationale.fr/14/tribun/fiches_id/330240.asp"
"Claeys","Alain","SRC","Parti socialiste","H","Vienne","alain-claeys","http://www.assemblee-nationale.fr/14/tribun/fiches_id/872.asp"
"Clément","Jean-Michel","SRC","Parti socialiste","H","Vienne","jean-michel-clement","http://www.assemblee-nationale.fr/14/tribun/fiches_id/336439.asp"
"Clergeau","Marie-Françoise","SRC","Parti socialiste","F","Loire-Atlantique","marie-francoise-clergeau","http://www.assemblee-nationale.fr/14/tribun/fiches_id/877.asp"
"Cochet","Philippe","UMP","Union pour un Mouvement Populaire","H","Rhône","philippe-cochet","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267775.asp"
"Collard","Gilbert","NI","Front national","H","Gard","gilbert-collard","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606212.asp"
"Copé","Jean-François","UMP","Union pour un Mouvement Populaire","H","Seine-et-Marne","jean-francois-cope","http://www.assemblee-nationale.fr/14/tribun/fiches_id/917.asp"
"Cordery","Philip","SRC","Parti socialiste","H","Français établis hors de France","philip-cordery","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610891.asp"
"Cornut-Gentille","François","UMP","Union pour un Mouvement Populaire","H","Haute-Marne","francois-cornut-gentille","http://www.assemblee-nationale.fr/14/tribun/fiches_id/923.asp"
"Coronado","Sergio","ECOLO","Europe Écologie Les Verts","H","Français établis hors de France","sergio-coronado","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610860.asp"
"Corre","Valérie","SRC","Parti socialiste","F","Loiret","valerie-corre","http://www.assemblee-nationale.fr/14/tribun/fiches_id/607256.asp"
"Costes","Jean-Louis","UMP","Union pour un Mouvement Populaire","H","Lot-et-Garonne","jean-louis-costes","http://www.assemblee-nationale.fr/14/tribun/fiches_id/695511.asp"
"Cottel","Jean-Jacques","SRC","Parti socialiste","H","Pas-de-Calais","jean-jacques-cottel","http://www.assemblee-nationale.fr/14/tribun/fiches_id/344114.asp"
"de Courson","Charles","UDI","Association PSLE Nouveau Centre","H","Marne","charles-de-courson","http://www.assemblee-nationale.fr/14/tribun/fiches_id/942.asp"
"Courtial","Édouard","UMP","Union pour un Mouvement Populaire","H","Oise","edouard-courtial","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267743.asp"
"Coutelle","Catherine","SRC","Parti socialiste","F","Vienne","catherine-coutelle","http://www.assemblee-nationale.fr/14/tribun/fiches_id/336421.asp"
"Couve","Jean-Michel","UMP","Union pour un Mouvement Populaire","H","Var","jean-michel-couve","http://www.assemblee-nationale.fr/14/tribun/fiches_id/951.asp"
"Cresta","Jacques","SRC","Parti socialiste","H","Pyrénées-Orientales","jacques-cresta","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608310.asp"
"Crozon","Pascale","SRC","Parti socialiste","F","Rhône","pascale-crozon","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334811.asp"
"Dagoma","Seybah","SRC","Parti socialiste","F","Paris","seybah-dagoma","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608920.asp"
"Dalloz","Marie-Christine","UMP","Union pour un Mouvement Populaire","F","Jura","marie-christine-dalloz","http://www.assemblee-nationale.fr/14/tribun/fiches_id/332523.asp"
"Daniel","Yves","SRC","Parti socialiste","H","Loire-Atlantique","yves-daniel","http://www.assemblee-nationale.fr/14/tribun/fiches_id/607155.asp"
"Darmanin","Gérald","UMP","Union pour un Mouvement Populaire","H","Nord","gerald-darmanin","http://www.assemblee-nationale.fr/14/tribun/fiches_id/607846.asp"
"Da Silva","Carlos","SRC","Parti socialiste","H","Essonne","carlos-da-silva","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267623.asp"
"Dassault","Olivier","UMP","Union pour un Mouvement Populaire","H","Oise","olivier-dassault","http://www.assemblee-nationale.fr/14/tribun/fiches_id/998.asp"
"Daubresse","Marc-Philippe","UMP","Union pour un Mouvement Populaire","H","Nord","marc-philippe-daubresse","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1001.asp"
"Debré","Bernard","UMP","Union pour un Mouvement Populaire","H","Paris","bernard-debre","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1020.asp"
"Decool","Jean-Pierre","UMP","Debout la République","H","Nord","jean-pierre-decool","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267762.asp"
"Deflesselles","Bernard","UMP","Union pour un Mouvement Populaire","H","Bouches-du-Rhône","bernard-deflesselles","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1029.asp"
"Degauchy","Lucien","UMP","Union pour un Mouvement Populaire","H","Oise","lucien-degauchy","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1031.asp"
"Deguilhem","Pascal","SRC","Parti socialiste","H","Dordogne","pascal-deguilhem","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1032.asp"
"Delatte","Rémi","UMP","Union pour un Mouvement Populaire","H","Côte-d'Or","remi-delatte","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267450.asp"
"Delaunay","Florence","SRC","Parti socialiste","F","Landes","florence-delaunay","http://www.assemblee-nationale.fr/14/tribun/fiches_id/342539.asp"
"Delcourt","Guy","SRC","Parti socialiste","H","Pas-de-Calais","guy-delcourt","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267923.asp"
"Delga","Carole","SRC","Parti socialiste","F","Haute-Garonne","carole-delga","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606351.asp"
"Demilly","Stéphane","UDI","Association PSLE Nouveau Centre","H","Somme","stephane-demilly","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267241.asp"
"Denaja","Sébastien","SRC","Parti socialiste","H","Hérault","sebastien-denaja","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606623.asp"
"Descamps-Crosnier","Françoise","SRC","Parti socialiste","F","Yvelines","francoise-descamps-crosnier","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609435.asp"
"Dessus","Sophie","SRC","Parti socialiste","F","Corrèze","sophie-dessus","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605758.asp"
"Destans","Jean-Louis","SRC","Parti socialiste","H","Eure","jean-louis-destans","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606040.asp"
"Destot","Michel","SRC","Parti socialiste","H","Isère","michel-destot","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1116.asp"
