"nom","prénom","groupe","rattachement_parti","sexe","département","id_nossenateurs","url_institution"
"MEURANT","Sébastien","Groupe Les Républicains","Les Républicains","H","Val-d'Oise","sebastien-meurant","http://www.senat.fr/senateur/meurant_sebastien19671e.html"
"MICHAU","Jean-Jacques","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Ariège","jean-jacques-michau","http://www.senat.fr/senateur/michau_jean_jacques20018v.html"
"MICOULEAU","Brigitte","Groupe Les Républicains","Les Républicains","F","Haute-Garonne","brigitte-micouleau","http://www.senat.fr/senateur/micouleau_brigitte14223l.html"
"MILON","Alain","Groupe Les Républicains","Les Républicains","H","Vaucluse","alain-milon","http://www.senat.fr/senateur/milon_alain04092n.html"
"MIZZON","Jean-Marie","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Moselle","jean-marie-mizzon","http://www.senat.fr/senateur/mizzon_jean_marie19335q.html"
"MOGA","Jean-Pierre","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Lot-et-Garonne","jean-pierre-moga","http://www.senat.fr/senateur/moga_jean_pierre19369b.html"
"MOHAMED SOILIHI","Thani","Groupe Rassemblement des démocrates, progressistes et indépendants","Mouvement Démocrate","H","Mayotte","thani-mohamed-soilihi","http://www.senat.fr/senateur/mohamed_soilihi_thani11072n.html"
"MONIER","Marie-Pierre","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","F","Drôme","marie-pierre-monier","http://www.senat.fr/senateur/monier_marie_pierre14109k.html"
"MONTAUGÉ","Franck","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Gers","franck-montauge","http://www.senat.fr/senateur/montauge_franck14257w.html"
"de MONTGOLFIER","Albéric","Groupe Les Républicains","Les Républicains","H","Eure-et-Loir","alberic-de-montgolfier","http://www.senat.fr/senateur/de_montgolfier_alberic08011m.html"
"MORIN-DESAILLY","Catherine","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","F","Seine-Maritime","catherine-morin-desailly","http://www.senat.fr/senateur/morin_desailly_catherine04070g.html"
"MOUILLER","Philippe","Groupe Les Républicains","Les Républicains","H","Deux-Sèvres","philippe-mouiller","http://www.senat.fr/senateur/mouiller_philippe14071n.html"
"MULLER-BRONN","Laurence","Groupe Les Républicains","Les Républicains","F","Bas-Rhin","laurence-muller-bronn","http://www.senat.fr/senateur/muller_bronn_laurence20096l.html"
"NACHBAR","Philippe","Groupe Les Républicains","Les Républicains","H","Meurthe-et-Moselle","philippe-nachbar","http://www.senat.fr/senateur/nachbar_philippe92040q.html"
"de NICOLAY","Louis-Jean","Groupe Les Républicains","Les Républicains","H","Sarthe","louis-jean-de-nicolay","http://www.senat.fr/senateur/de_nicolay_louis_jean14169x.html"
"NOËL","Sylviane","Groupe Les Républicains","Les Républicains","F","Haute-Savoie","sylviane-noel","http://www.senat.fr/senateur/noel_sylviane19768n.html"
"NOUGEIN","Claude","Groupe Les Républicains","Les Républicains","H","Corrèze","claude-nougein","http://www.senat.fr/senateur/nougein_claude14253s.html"
"OUZOULIAS","Pierre","Groupe communiste républicain citoyen et écologiste","Parti communiste Français","H","Hauts-de-Seine","pierre-ouzoulias","http://www.senat.fr/senateur/ouzoulias_pierre19593h.html"
"PACCAUD","Olivier","Groupe Les Républicains","Les Républicains","H","Oise","olivier-paccaud","http://www.senat.fr/senateur/paccaud_olivier19573d.html"
"PANTEL","Guylène","Groupe du Rassemblement Démocratique et Social Européen","Parti socialiste","F","Lozère","guylene-pantel","http://www.senat.fr/senateur/pantel_guylene19866p.html"
"PANUNZI","Jean-Jacques","Groupe Les Républicains","Les Républicains","H","Corse-du-Sud","jean-jacques-panunzi","http://www.senat.fr/senateur/panunzi_jean_jacques14191v.html"
"PAOLI-GAGIN","Vanina","Groupe Les Indépendants -République et Territoires","Mouvement Démocrate","F","Aube","vanina-paoli-gagin","http://www.senat.fr/senateur/paoli_gagin_vanina20050v.html"
"PARIGI","Paul Toussaint","Groupe Écologiste -Solidarité et Territoires","Régions et peuples solidaires","H","Haute-Corse","paul-toussaint-parigi","http://www.senat.fr/senateur/parigi_paul_toussaint20036x.html"
"PATIENT","Georges","Groupe Rassemblement des démocrates, progressistes et indépendants","Parti socialiste","H","Guyane","georges-patient","http://www.senat.fr/senateur/patient_georges08073c.html"
"PATRIAT","François","Groupe Rassemblement des démocrates, progressistes et indépendants","En marche !","H","Côte-d'Or","francois-patriat","http://www.senat.fr/senateur/patriat_francois08061x.html"
"PAUL","Philippe","Groupe Les Républicains","Les Républicains","H","Finistère","philippe-paul","http://www.senat.fr/senateur/paul_philippe08047a.html"
"PELLEVAT","Cyril","Groupe Les Républicains","Les Républicains","H","Haute-Savoie","cyril-pellevat","http://www.senat.fr/senateur/pellevat_cyril14237s.html"
"PEMEZEC","Philippe","Groupe Les Républicains","Les Républicains","H","Hauts-de-Seine","philippe-pemezec","http://www.senat.fr/senateur/pemezec_philippe17637t.html"
"PERRIN","Cédric","Groupe Les Républicains","Les Républicains","H","Territoire-de-Belfort","cedric-perrin","http://www.senat.fr/senateur/perrin_cedric14193x.html"
